,Code,Latitude,Longitude,Elevation,Name,Time Range,Time
912,NOXLT905825,69.5,19.0,11.0,TROMO_SKATTO,1856-2004,148 years
913,NOXLT921787,60.3,7.5,995.0,HAUGASTOL,1884-1976,92 years
914,RS000020034,80.817,47.417,18.0,NAGURSKOYE,1952-1995,43 years
915,RS000020294,77.617,101.48299999999999,6.0,GEYBERGA_ISLAND,1952-1995,43 years
916,RS000020357,76.183,63.567,9.0,RUSSKAYA_GAVAN,1932-1995,63 years
917,RS000020696,73.65,109.75,20.0,CAPE_KASISTY,1939-1990,51 years
918,RS000020766,72.333,79.5,10.0,LESKINO,1934-1993,59 years
919,RS000021405,75.533,113.51700000000001,15.0,B_PRONCHISHCHEVOY,1934-1992,58 years
920,RS000021613,73.9,124.6,9.0,DUNWAY_ISLAND,1954-1999,45 years
921,RS000021825,71.533,129.917,3.0,MOSTAKH_ISLAND,1935-1999,64 years
922,RS000025902,60.85,151.767,901.0,ATKA,1973-1995,22 years
923,RSM00020046,80.6,58.0,22.0,POLAR_GMO_IMETKRENKELJ,1958-2021,63 years
924,RSM00020069,79.5,76.98,10.0,OSTROV_VIZE,1945-2021,76 years
925,RSM00020087,79.55,90.62,7.0,OSTROV_GOLOMJANNYJ,1930-2021,91 years
926,RSM00020274,77.5,82.2,23.0,OSTROV_UEDINENIJA,1935-1996,61 years
927,RSM00020289,77.2,96.4,9.0,RUSSKIJ,1936-1999,63 years
928,RSM00020292,77.72,104.3,12.0,GMO_IMEKFEDOROVA,1932-2021,89 years
929,RSM00020353,76.85,68.55,10.0,MYS_ZELANIJA,1931-2015,84 years
930,RSM00020471,75.952,82.946,12.0,TROYNOY_ISLAND,1953-2013,60 years
931,RSM00020476,75.42,88.9,10.0,STERLEGOVA,1934-2021,87 years
932,RSM00020667,73.33,70.0294,6.0,BELY_ISLAND,1934-2021,87 years
933,RSM00020674,73.5,80.4,42.0,DIKSON,1916-2021,105 years
934,RSM00020744,72.3794,52.73,18.0,MALIYE_KARMAKULY,1897-2021,124 years
935,RSM00020871,71.875,82.706,6.0,SOPOCHNAYA_KARGA,1939-1999,60 years
936,RSM00020891,71.9831,102.4667,31.0,HATANGA,1928-2021,93 years
937,RSM00020946,70.45,59.08,13.0,IMEKFEDOROVABOLVANSKII_NOS,1914-2019,105 years
938,RSM00020967,70.167,72.517,17.8,SEYAHA,1961-2021,60 years
939,RSM00020978,70.083,83.167,29.0,KARAUL,1999-2013,14 years
940,RSM00020982,70.97,94.5,37.0,VOLOCHANKA,1936-2021,85 years
941,RSM00021358,76.15,152.833,14.0,ZOHOVA_ISLAND,1955-1996,41 years
942,RSM00021432,76.0,137.87,12.0,OSTROV_KOTELNYJ,1936-2021,85 years
943,RSM00021504,74.667,112.93299999999999,57.0,OSTROV_PREOBRAZENIJ,1934-1996,62 years
944,RSM00021611,73.55,118.67,12.0,TERPJAJ_TUMSA,1959-1997,38 years
945,RSM00021636,73.333,139.917,26.0,CAPE_KIGILYAKH,1934-2021,87 years
946,RSM00021647,73.18,143.2297,21.0,SHALAUROVA_MYS,1928-2000,72 years
947,RSM00021711,73.0,119.867,15.0,UST'OLENEK,1973-2013,40 years
948,RSM00021721,72.4,126.35,20.0,IMYUA_HABAROVA,1974-2013,39 years
949,RSM00021802,71.97,114.08,16.0,SASKYLAH,1936-2021,85 years
950,RSM00021813,71.917,123.56700000000001,27.0,TYUMYATI,1973-2013,40 years
951,RSM00021824,71.58,128.9197,6.0,TIKSI,1932-2021,89 years
952,RSM00021908,70.1297,113.97,61.0,DZALINDA_1,1942-2021,79 years
953,RSM00021921,70.68,127.4,30.0,KJUSJUR,1909-2021,112 years
954,RSM00021931,70.77,136.22,23.0,JUBILEJNAJA,1934-2021,87 years
955,RSM00021946,70.6167,147.8831,44.0,CHOKURDAH,1944-2021,77 years
956,RSM00021965,70.633,162.483,41.0,OSTROV_CHETYREHSTOL,1933-1995,62 years
957,RSM00021982,70.9831,-178.4833,2.0,OSTROV_VRANGELJA,1926-2021,95 years
958,RSM00022003,69.93,31.98,8.0,VAJDA_GUBA,1894-2019,125 years
959,RSM00022019,69.2,33.4797,32.0,POLJARNOE,1936-2019,83 years
960,RSM00022028,69.2,35.1,33.0,TERIBERKA,1893-2021,128 years
961,RSM00022095,69.53,49.08,23.0,KOLGUEV_SEVERNYI,1933-2018,85 years
962,RSM00022101,69.0,28.8,99.0,JANISKOSKI,1959-2019,60 years
963,RSM00022106,68.6,31.85,63.0,PADUN,1959-2021,62 years
964,RSM00022113,68.9667,33.0497,57.0,MURMANSK,1918-2021,103 years
965,RSM00022127,68.0,35.033,162.0,LOVOZERO,1952-2021,69 years
966,RSM00022140,68.15,39.82,70.0,SVYATOY_NOS_CAPECLOSED,1895-2019,124 years
967,RSM00022165,68.65,43.3,47.0,KANIN_NOS,1915-2021,106 years
968,RSM00022204,67.5697,30.45,246.0,KOVDOR,1959-2019,60 years
969,RSM00022212,67.967,32.883,132.0,MONCEGORSK,1969-2021,52 years
970,RSM00022217,67.15,32.35,26.0,KANDALAKSA,1912-2021,109 years
971,RSM00022235,67.37,37.03,155.0,KRASNOSHELYE,1932-2021,89 years
972,RSM00022249,67.1297,39.67,149.0,KANEVKA,1959-2019,60 years
973,RSM00022269,67.15,43.9,13.0,MYS_KONUSIN,1964-1996,32 years
974,RSM00022271,67.9,44.1,18.0,SOJNA,1958-2021,63 years
975,RSM00022282,67.8,46.667,6.0,MYS_MIKULKIN,1960-2018,58 years
976,RSM00022292,67.7,48.77,4.0,INDIGA,1923-2021,98 years
977,RSM00022312,66.7,32.883,18.0,KOVDA,1969-2021,52 years
978,RSM00022324,66.67,34.33,39.0,UMBA,1936-2021,85 years
979,RSM00022334,66.337,36.016999999999996,3.0,KASHKARANTSY,1994-2013,19 years
980,RSM00022349,66.183,39.533,9.0,PJALICA,1949-2021,72 years
981,RSM00022355,66.48,40.68,15.0,OSTROV_SOSNOVEZ,1897-2018,121 years
982,RSM00022365,66.383,43.25,21.0,ABRAMOVSKIJ_MAJAK,1962-2021,59 years
983,RSM00022383,66.767,47.783,9.0,NIZHNYAYA_PESHA,1980-2021,41 years
984,RSM00022408,65.2,31.17,118.0,UKHTA_KALEVALA,1936-2021,85 years
985,RSM00022422,65.9,34.8164,9.0,GRIDINO,1915-2018,103 years
986,RSM00022438,65.2,36.82,26.0,ZHIZHGIN_MAYAK,1936-2021,85 years
987,RSM00022446,65.467,39.733000000000004,77.0,ZIMNEGORSKIJ_MAJAK,1964-2021,57 years
988,RSM00022471,65.87,44.22,14.0,MEZEN,1937-2021,84 years
989,RSM00022520,64.9831,34.8164,7.0,KEM_PORT,1862-2021,159 years
990,RSM00022522,64.95,34.65,8.0,KEM,1937-2006,69 years
991,RSM00022525,64.566,34.917,9.0,RAZNAVOLOK,1950-2021,71 years
992,RSM00022550,64.5,40.7331,8.0,ARHANGELSK,1813-2021,208 years
993,RSM00022551,64.84899999999999,40.283,3.0,MUDJUG,1980-2021,41 years
994,RSM00022559,64.217,41.667,12.0,HOLMOGORY,1980-2021,41 years
995,RSM00022563,64.7,43.383,31.0,PINEGA,1949-2021,72 years
996,RSM00022573,64.9,45.766999999999996,71.0,LESUKONSKOE,1961-2021,60 years
997,RSM00022583,64.75,47.65,63.0,KOJNAS,1912-2021,109 years
998,RSM00022602,63.82,30.82,180.0,REBOLY,1914-2021,107 years
999,RSM00022619,63.27,33.42,130.0,PADANY,1966-2021,55 years
1000,RSM00022621,63.766999999999996,34.283,112.0,SEGEZA,1950-2019,69 years
1001,RSM00022638,63.327,36.71,183.0,KALGACHIKHA,1995-2012,17 years
1002,RSM00022641,63.9,38.1167,13.0,ONEGA,1887-2021,134 years
1003,RSM00022648,63.117,39.233000000000004,34.0,TURCASOVO,1980-2021,41 years
1004,RSM00022656,63.483000000000004,41.8,18.0,EMECK,1980-2021,41 years
1005,RSM00022671,64.01,44.449,65.0,KARPOGORY,2000-2013,13 years
1006,RSM00022676,63.6,45.6,62.0,SURA,1950-2021,71 years
1007,RSM00022695,63.45,48.9,158.0,KOSLAN,1960-2021,61 years
1008,RSM00022721,62.917,34.433,81.0,MEDVEZEGORSK,1949-2021,72 years
1009,RSM00022749,62.133,39.3,101.0,KONEVO,1996-2013,17 years
1010,RSM00022762,62.867,42.717,34.0,DVINSKIJ_BEREZNIK,1964-2021,57 years
1011,RSM00022768,62.1,42.9,47.0,SHENKURSK,1884-2021,137 years
1012,RSM00022778,62.233000000000004,45.016999999999996,58.0,VERHNJAJA_TOJMA,1959-2021,62 years
1013,RSM00022798,62.167,49.117,92.0,JARENSK,1960-2021,61 years
1014,RSM00022802,61.7167,30.7167,17.0,SORTAVALA,1881-2021,140 years
1015,RSM00022820,61.8167,34.2667,110.0,PETROZAWODSK,1816-2021,205 years
1016,RSM00022831,61.8,36.516999999999996,44.0,PUDOZ,1950-2021,71 years
1017,RSM00022837,61.0167,36.45,55.0,VYTEGRA,1881-2021,140 years
1018,RSM00022845,61.5,38.93,124.0,KARGOPOL,1883-2021,138 years
1019,RSM00022854,61.7,40.2,233.0,NJANDOMA,1949-2021,72 years
1020,RSM00022867,61.083,42.067,91.0,VELSK,1961-2021,60 years
1021,RSM00022887,61.2331,46.7167,56.0,KOTLAS,1912-2021,109 years
1022,RSM00022892,60.72,28.8,14.0,VYBORG,1940-2021,81 years
1023,RSM00022907,60.08,26.97,6.0,GOGLAND,1881-2019,138 years
1024,RSM00022912,60.983000000000004,32.983000000000004,12.0,OLONEC,1959-2021,62 years
1025,RSM00022925,60.633,34.783,111.0,VINNICY,1960-2021,61 years
1026,RSM00022939,60.033,37.783,131.0,BELOZERSK,1949-2021,72 years
1027,RSM00022954,60.467,40.2,202.0,VOZEGA,1949-2021,72 years
1028,RSM00022981,60.8,46.3,98.0,VELIKIJ_USTJUG,1937-2021,84 years
1029,RSM00022996,60.367,49.65,152.0,OBJACEVO,1980-2021,41 years
1030,RSM00023022,69.75,61.7,53.0,AMDERMA,1934-2021,87 years
1031,RSM00023032,69.72,66.8194,24.0,MARRE_SALE,1914-2021,107 years
1032,RSM00023058,69.08,76.9,2.0,ANTIPAJUTA,1959-2021,62 years
1033,RSM00023074,69.4,86.17,14.0,DUDINKA,1906-2012,106 years
1034,RSM00023078,69.333,88.25,64.0,NORILSK,1975-2013,38 years
1035,RSM00023114,68.55,55.5,5.0,MYS_KONSTANTINOVSKII,1959-2019,60 years
1036,RSM00023146,68.4667,73.5831,2.0,MYS_KAMENNYJ,1950-1994,44 years
1037,RSM00023174,68.667,86.25,41.0,POTAPOVO,1975-2013,38 years
1038,RSM00023179,68.1,87.76700000000001,94.0,SNEZHNOGORSK,1988-2013,25 years
1039,RSM00023205,67.6331,53.0331,5.0,NARJAN_MAR,1926-2021,95 years
1040,RSM00023219,67.0831,59.3831,84.0,HOSEDA_HARD,1931-2016,85 years
1041,RSM00023220,67.05,64.0697,113.0,ELEZKAJA,1959-2019,60 years
1042,RSM00023226,67.483,64.016,172.0,VORKUTA,1959-2021,62 years
1043,RSM00023242,67.6994,72.9494,12.0,NOVY_PORT,1936-2021,85 years
1044,RSM00023256,67.47,78.73,26.0,TAZOVSKOE,1936-2021,85 years
1045,RSM00023274,67.47,86.57,20.0,IGARKA,1936-2021,85 years
1046,RSM00023305,66.25,52.583,20.0,OKUNEV_NOS,1960-2021,61 years
1047,RSM00023324,66.43,60.77,58.0,PETRUN,1904-2021,117 years
1048,RSM00023330,66.5294,66.5294,15.0,SALEKHARD,1882-2021,139 years
1049,RSM00023331,66.9,65.67,895.0,RA_IZ,1939-1997,58 years
1050,RSM00023339,66.033,68.683,36.0,POLUJ,1998-2013,15 years
1051,RSM00023345,66.5997,72.9,5.0,NYDA,1948-2019,71 years
1052,RSM00023365,66.5997,82.3,34.0,SIDOROVSK,1959-1996,37 years
1053,RSM00023383,66.8797,93.47,277.0,AGATA,1939-2020,81 years
1054,RSM00023405,65.4331,52.2667,78.0,UST_TZILMA,1889-2021,132 years
1055,RSM00023412,65.97,56.9194,77.0,UST_USA,1936-2021,85 years
1056,RSM00023418,65.1167,57.1,53.0,PECHORA,1943-2021,78 years
1057,RSM00023426,65.382,64.717,19.0,MUZI,1961-2021,60 years
1058,RSM00023431,65.833,65.933,17.0,PITLYAR,1981-2013,32 years
1059,RSM00023445,65.47,72.67,14.0,NADYM,1959-2021,62 years
1060,RSM00023463,65.98,84.27,41.0,JANOV_STAN,1959-2017,58 years
1061,RSM00023465,65.7,82.45,25.0,KRASNOSEL'KUPSK,1988-2013,25 years
1062,RSM00023471,60.917,76.6,55.0,NIZHNEVARTOVSK,1993-2013,20 years
1063,RSM00023472,65.7831,87.9331,38.0,TURUHANSK,1881-2021,140 years
1064,RSM00023503,65.033,53.967,52.0,IZHMA,1995-2013,18 years
1065,RSM00023514,64.52,55.4,156.0,IRAEL,1959-2019,60 years
1066,RSM00023518,64.266,57.617,75.0,UST_SUGOR,1950-2021,71 years
1067,RSM00023527,64.28,60.88,28.0,SARAN_PAUL,1936-2021,85 years
1068,RSM00023552,64.92,77.82,26.0,TARKO_SALE,1936-2021,85 years
1069,RSM00023589,64.2,93.78,105.0,TUTONCHANY,1959-2019,60 years
1070,RSM00023606,63.55,53.817,137.0,UHTA,1959-2021,62 years
1071,RSM00023625,63.65,62.1,28.0,SOSVA,1969-2021,52 years
1072,RSM00023631,63.93,65.05,27.0,BEREZOVO,1881-2021,140 years
1073,RSM00023635,63.667,69.6,86.0,YUIL'SK,1989-2013,24 years
1074,RSM00023656,63.38,78.32,66.0,HALESOVAJA,1957-2019,62 years
1075,RSM00023662,63.98,82.08,31.0,TOLKA,1947-2021,74 years
1076,RSM00023678,63.15,87.95,46.0,VERHNEIMBATSK,1911-2021,110 years
1077,RSM00023701,62.983000000000004,50.9,103.0,VESLJANA,1973-2013,40 years
1078,RSM00023707,62.23,50.42,106.0,UST_VUM,1959-2019,60 years
1079,RSM00023711,62.7,56.2,135.0,TROICKO_PECHERSKOE,1888-2021,133 years
1080,RSM00023724,62.43,60.8694,51.0,NJAKSIMVOL,1933-2021,88 years
1081,RSM00023734,62.45,66.05,70.0,OKTYABR_SKOYE,1936-2021,85 years
1082,RSM00023774,62.483000000000004,86.27799999999999,60.0,KELLOG,1973-2013,40 years
1083,RSM00023776,62.464,89.008,57.0,BAHTA,1981-2013,32 years
1084,RSM00023788,62.317,92.117,62.0,KUZMOVKA,1981-2013,32 years
1085,RSM00023803,61.683,53.683,144.0,UST_KULOM,1950-2021,71 years
1086,RSM00023804,61.6667,50.8667,116.0,SYKTYVKAR,1817-2021,204 years
1087,RSM00023847,61.3,71.3,33.4,SYTOMINO,1969-2021,52 years
1088,RSM00023849,61.25,73.5,55.0,SURGUT,1884-2021,137 years
1089,RSM00023862,61.536,82.42299999999999,71.0,KORLIKI,1995-2013,18 years
1090,RSM00023867,61.1,80.25,55.0,LARYAK,1936-2021,85 years
1091,RSM00023884,61.6,90.0167,62.0,BOR,1934-2021,87 years
1092,RSM00023891,61.6667,96.3667,256.0,BAJKIT,1934-2021,87 years
1093,RSM00023904,60.45,50.97,124.0,KOIGORODOK,1959-2019,60 years
1094,RSM00023909,60.283,54.35,198.0,GAJNY,1969-2021,52 years
1095,RSM00023914,60.4,56.52,208.0,CHERDYN,1888-2021,133 years
1096,RSM00023921,60.6831,60.45,93.0,IVDEL,1934-2021,87 years
1097,RSM00023929,60.317,64.217,53.0,SAIM,1969-2021,52 years
1098,RSM00023933,61.0167,69.1167,46.0,HANTY_MANSIJSK,1892-2021,129 years
1099,RSM00023939,60.333,68.967,32.0,ALTAJ,1991-2013,22 years
1100,RSM00023946,60.5,74.02,47.0,UGUT,1943-2019,76 years
1101,RSM00023955,60.4331,77.8667,47.0,ALEKSANDROVSKOE,1932-2021,89 years
1102,RSM00023966,60.35,84.08,98.0,VANZIL_KYNAK,1955-2021,66 years
1103,RSM00023973,61.033,89.633,49.0,VOROGOVO,1974-2013,39 years
1104,RSM00023975,60.35,88.367,86.0,SYM,1969-2021,52 years
1105,RSM00023986,60.38,93.03,513.0,SEVERO_ENISEJSK,1941-2021,80 years
1106,RSM00023987,60.25,90.23299999999999,58.0,JARCEVO,1969-2021,52 years
1107,RSM00023992,60.724,97.514,178.0,UST'_KAMO,1973-2013,40 years
1108,RSM00024076,69.33,139.6697,282.0,DEPUTATSKIJ,1960-2019,59 years
1109,RSM00024105,68.47,102.37,272.0,ESSEJ,1937-1994,57 years
1110,RSM00024125,68.5,112.4331,217.0,OLENEK,1936-2021,85 years
1111,RSM00024136,68.62,118.33,78.0,SUHANA,1938-2021,83 years
1112,RSM00024143,68.73,124.0,38.0,DZARDZAN,1937-2021,84 years
1113,RSM00024197,68.233,145.3,152.0,DRUZINA,1961-1991,30 years
1114,RSM00024266,67.5667,133.4,136.0,VERHOJANSK,1885-2021,136 years
1115,RSM00024329,66.25,114.28,233.0,SELAGONCY,1940-2021,81 years
1116,RSM00024343,66.7667,123.4,88.0,ZHIGANSK,1936-2021,85 years
1117,RSM00024371,66.8,136.68,274.0,UST_CHARKY,1966-2019,53 years
1118,RSM00024382,66.45,143.2297,195.0,UST_MOMA,1937-2021,84 years
1119,RSM00024507,64.2667,100.2331,188.0,TURA,1928-2021,93 years
1120,RSM00024538,64.23,116.92,137.0,CHUMPURUK,1955-2019,64 years
1121,RSM00024557,64.283,126.45,85.0,SOGO_HAYA,1973-2013,40 years
1122,RSM00024561,65.0,130.683,737.0,SYURYUN_KYUYEL,1957-1988,31 years
1123,RSM00024585,64.566,143.2,523.0,UST_NERA,1961-2021,60 years
1124,RSM00024598,64.167,148.033,845.0,DARPIR,1959-1995,36 years
1125,RSM00024606,63.58,103.97,209.0,KISLOKAN,1951-2021,70 years
1126,RSM00024639,63.283,118.333,119.0,NJURBA,1948-2021,73 years
1127,RSM00024641,63.7831,121.6167,110.0,VILJUJSK,1898-2021,123 years
1128,RSM00024643,63.95,124.83,76.0,HATYRYK_HOMO,1957-2018,61 years
1129,RSM00024652,63.967,127.46700000000001,96.0,SANGARY,1950-2021,71 years
1130,RSM00024656,63.516999999999996,129.483,79.0,BATAMAJ,1949-2021,72 years
1131,RSM00024661,64.0,130.3,208.0,SEGEN_KYUEL,1938-2021,83 years
1132,RSM00024668,63.317,132.017,91.0,VERHOYANSKIJPEREVOZ,1973-2013,40 years
1133,RSM00024671,63.95,135.87,399.0,TOMPO,1959-2021,62 years
1134,RSM00024679,63.22,139.6,1286.0,VOSTOCHNAJA,1942-2019,77 years
1135,RSM00024688,63.25,143.15,740.0,OJMJAKON,1930-2021,91 years
1136,RSM00024713,62.88,108.43,246.0,NAKANNO,1943-2021,78 years
1137,RSM00024724,63.03,112.5,422.0,CHERNISHEVSKIJ,1973-2013,40 years
1138,RSM00024726,62.5,113.9,351.0,MIRNYJ,1959-2020,61 years
1139,RSM00024738,62.15,117.65,131.0,SUNTAR,1933-2021,88 years
1140,RSM00024739,62.283,119.85,308.0,CHAINGDA,1973-2013,40 years
1141,RSM00024763,62.8,134.4,119.0,KREST_HALDZHAY,1966-2019,53 years
1142,RSM00024768,62.033,132.6,186.0,CURAPCA,1948-2021,73 years
1143,RSM00024771,62.783,136.85,289.0,TEPLYJKLYUCH,1975-2013,38 years
1144,RSM00024790,62.78,148.17,646.0,SUSUMAN,1937-2021,84 years
1145,RSM00024802,61.7,102.7,357.0,STRELKA_CHUNJA,1936-2019,83 years
1146,RSM00024807,61.328,100.476,332.0,MUTORAJ,1991-2013,22 years
1147,RSM00024817,61.2667,108.0167,284.0,ERBOGACEN,1936-2021,85 years
1148,RSM00024826,61.617,114.617,354.0,DOROZHNYJ,1973-2013,40 years
1149,RSM00024843,61.917,124.55,199.0,TONGULAH,1973-2013,40 years
1150,RSM00024856,61.483000000000004,129.15,115.0,POKROVSKAJA,1948-2021,73 years
1151,RSM00024871,61.867,135.5,141.0,OHOTSKIJPEREVOZ,1973-2013,40 years
1152,RSM00024908,60.3331,102.2667,259.0,VANAVARA,1932-2021,89 years
1153,RSM00024918,60.067,107.96700000000001,292.0,PREOBRAZENKA,1960-2021,61 years
1154,RSM00024923,60.72,114.88,241.0,LENSK,1940-2021,81 years
1155,RSM00024933,60.95,119.3,247.0,KILEER,1959-2019,60 years
1156,RSM00024944,60.4,120.4167,223.0,OLEKMINSK,1882-2021,139 years
1157,RSM00024951,60.8167,125.3167,117.0,ISIT,1936-2021,85 years
1158,RSM00024959,62.0167,129.7167,98.0,JAKUTSK,1829-2021,192 years
1159,RSM00024962,60.9,131.983,146.0,AMGA,1948-2021,73 years
1160,RSM00024966,60.3831,134.4497,169.0,UST_MAJA,1893-2021,128 years
1161,RSM00024967,60.47,130.0,173.0,TEGJULTJA,1942-2021,79 years
1162,RSM00024982,60.72,142.78,396.0,UEGA,1959-2021,62 years
1163,RSM00024988,60.083,142.333,198.0,ARKA,1949-2021,72 years
1164,RSM00025034,69.62,162.3,24.0,BUHTA_AMBARCIK,1935-2021,86 years
1165,RSM00025042,69.93,167.98,13.0,OSTROV_AION,1943-2019,76 years
1166,RSM00025062,69.8797,175.77,2.0,MYS_BILLINGSA,1937-2021,84 years
1167,RSM00025123,68.75,161.283,28.0,CHERSKIJ,1940-2021,81 years
1168,RSM00025138,68.12,164.17,98.0,OSTROVNOE,1936-2021,85 years
1169,RSM00025173,68.9,-179.3669,2.0,MYS_SHMIDTA,1932-2013,81 years
1170,RSM00025206,67.45,153.72,20.0,SREDHEKOLYMSK,1936-2021,85 years
1171,RSM00025248,67.25,168.97,352.0,ILIRNEJ,1944-2021,77 years
1172,RSM00025282,67.83,-175.8,3.0,MYS_VANKAREM,1934-2021,87 years
1173,RSM00025325,66.55,159.42,127.0,UST_OLOJ,1936-2013,77 years
1174,RSM00025356,66.3797,173.33,78.0,ENMUVEEM,1946-2021,75 years
1175,RSM00025372,67.0,-178.9,139.0,AMGUEMA,1955-1995,40 years
1176,RSM00025378,66.3497,-179.1,21.0,EGVEKINOT,1949-2021,72 years
1177,RSM00025399,66.17,-169.8,5.0,MYS_UELEN,1918-2021,103 years
1178,RSM00025400,65.73,150.9,41.0,ZYRJANKA,1936-2021,85 years
1179,RSM00025428,65.23,160.53,260.0,OMOLON,1944-2021,77 years
1180,RSM00025503,64.75,153.97,97.0,KORKODON,1936-2021,85 years
1181,RSM00025538,64.22,164.23,324.0,VERHNEE_PENZINO,1959-2016,57 years
1182,RSM00025551,64.6831,170.4167,25.0,MARKOVO,1894-2021,127 years
1183,RSM00025563,64.7831,177.5667,64.0,ANADYR,1898-2021,123 years
1184,RSM00025594,64.4167,-173.2333,25.0,BUHTA_PROVIDENJA,1934-2021,87 years
1185,RSM00025621,64.0,158.92,682.0,KEDON,1945-2000,55 years
1186,RSM00025656,63.4,172.7,200.0,BEREZOVO_1,1944-1994,50 years
1187,RSM00025677,63.05,179.32,3.0,BERINGOVSKAJA,1957-2013,56 years
1188,RSM00025703,62.9167,152.4167,206.0,SEJMCHAN,1933-2021,88 years
1189,RSM00025705,62.45,152.32,264.0,SREDNEKAN,1955-2021,66 years
1190,RSM00025715,62.5,155.783,542.0,OMSUKCHAN,1959-2021,62 years
1191,RSM00025744,62.4831,166.2167,10.0,KAMENSKOE,1950-2021,71 years
1192,RSM00025767,62.05,175.2,11.0,HATYRKA,1966-2013,47 years
1193,RSM00025777,62.4,179.1,4.0,GAVRIILA_BUHTA,1936-1995,59 years
1194,RSM00025821,61.95,158.967,23.0,NAJAHAN,1950-1993,43 years
1195,RSM00025922,60.72,155.88,34.0,SHELIHOVO,1960-2019,59 years
1196,RSM00025932,60.68,160.4,45.0,TAJGONOS,1949-2013,64 years
1197,RSM00025954,60.35,166.0,2.0,KORF,1929-2012,83 years
1198,RSM00025956,60.43,169.67,3.0,APUKA,1936-2021,85 years
1199,RSXLT110838,80.83,79.7,47.0,OSTROV_USHAKOVA,1954-1991,37 years
1200,RSXLT306544,67.33,168.23,9999.0,ILIRNEJ,1944-2013,69 years
1201,RSXLT353655,76.8,110.8,6.0,OSTROV_ANDREYAFORMER,1942-1999,57 years
1202,RSXLT413954,76.2667,94.2833,10.0,OSTROV_PRAUDY,1942-1995,53 years
1203,RSXLT437938,72.87,140.75,6.0,MYS_SUYATYY_NOS,1953-1987,34 years
1204,RSXLT438093,77.15,82.2,5.0,OSTROV_ISACHENKO,1953-1999,46 years
1205,RSXLT510384,74.88,142.2,10.0,ZEMLYA_BUNGE,1953-1987,34 years
1206,RSXLT618521,64.42,-172.25,5.0,CHAPLINO,1939-1987,48 years
1207,RSXLT637512,68.73,158.73,15.0,KOLYMSKAYA,1949-1999,50 years
1208,RSXLT643936,67.47,-174.62,31.0,OSTROV_KOLYUCHIN,1941-1992,51 years
1209,RSXLT676609,78.62,98.7,8.0,OSTRAVA_KRASNOPLOTSK,1953-1987,34 years
1210,RSXLT699046,70.4,58.8,11.0,WAIGATZ,1914-1950,36 years
1211,RSXLT738182,60.0,29.8,20.0,KRONSTADT,1844-1875,31 years
1212,RSXLT740860,60.5,169.6,10.0,APUKA_USSR_ASIA,1951-1963,12 years
1213,RSXLT850030,70.08,170.97,4.0,BALKARKAY,1941-1999,58 years
1214,RSXLT854187,70.6667,154.15,2.0,ALAZEYA,1947-1997,50 years
1215,RSXLT860513,81.8,57.9667,51.0,OSTROV_RUDOLFA,1932-1995,63 years
1216,RSXLT886728,73.5167,75.7667,41.0,OSTROV_VILKITSKOVO,1954-1999,45 years
1217,RSXLT887675,60.167,130.19899999999998,171.0,TEGJULTJE_TERDE,1973-2013,40 years
1218,RSXLT896839,71.1333,66.8167,11.0,KHARASOVOY,1953-1997,44 years
1219,RSXLT973997,69.7,170.33,4.0,PEVEK,1940-1999,59 years
1220,SV000001008,78.25,15.4667,28.0,SVALBARD_AIRPORT,1975-2021,46 years
1221,SV000020026,80.167,36.75,9.0,VIKTORIYA_ISLAND,1959-1995,36 years
1222,SV000020107,78.1,14.3,49.0,BARENCBURG,1932-2021,89 years
1223,SW000002120,66.9597,17.73,314.0,KVIKKJOKK_ARRENJARKA,1917-2013,96 years
1224,SW000002127,65.0667,17.1664,325.0,STENSELE,1891-2004,113 years
1225,SW000002196,65.8269,24.1439,5.0,HAPARANDA,1860-2014,154 years
1226,SW000002288,63.595,20.7564,6.0,HOLMOGADD_A,1924-2008,84 years
1227,SW000002361,62.6331,17.9331,15.0,HARNOSAND,1859-2021,162 years
1228,SW000002410,60.6814,13.6994,308.0,MALUNG,1916-2016,100 years
1229,SW000010537,60.6167,15.6167,160.0,FALUN,1860-2021,161 years
1230,SW000021280,65.0072,17.7083,280.0,GUNNARN,1949-2014,65 years
1231,SWE00003523,61.7031,17.5247,8.0,KUGGOREN_A,1970-2014,44 years
1232,SWE00003531,63.1883,19.0203,11.0,SKAGSUDDE_A,1965-2014,49 years
1233,SWE00003535,64.4808,21.5792,40.0,BJUROKLUBB_A,1961-2014,53 years
1234,SWE00005583,61.17,13.12,830.0,STORFJALLET_SALEN,1965-1997,32 years
1235,SWE00005603,61.71,13.13,425.0,SARNA,1961-2011,50 years
1236,SWE00005683,63.43,13.07,1280.0,ARESKUTAN,1982-1997,15 years
1237,SWE00005756,65.11,20.77,195.0,FALLFORS_MO,1961-2005,44 years
1238,SWE00005784,65.7,23.1,4.0,STORON_A,1969-2014,45 years
1239,SWE00100026,63.1831,14.4831,376.0,OESTERSUND,1882-2021,139 years
1240,SWE00115961,62.5244,17.4408,4.0,SUNDSVALLS_FLYGPLATS,1955-2021,66 years
1241,SWE00115981,63.6842,16.9506,215.0,JUNSELE,1963-2014,51 years
1242,SWE00116001,64.5033,14.1594,328.0,GADDEDE,1961-2008,47 years
1243,SWE00116061,67.2097,23.3928,168.0,PAJALA,1961-2014,53 years
1244,SWE00136327,60.11,15.12,240.0,SKEPPSMORA_V,1996-2015,19 years
