,Code,Elevation,Latitude,Longitude,Name,Time,Time Range,Correlation1,Correlation2,Correlation3,Correlation4,Correlation5,Correlation6,Correlation7,Correlation8,Correlation9,Correlation10,Correlation11,Correlation12
242,RSM00024959,98,62.0167,129.7167,JAKUTSK,192 years,1829-2021,0.353304026,0.342759179,0.381421286,0.421441609,0.178576975,0.052931081,0.22426841,0.17116162,0.222543568,0.428353058,0.364809118,0.282366276
243,RSM00024962,146,60.9,131.983,AMGA,73 years,1948-2021,0.31769833,0.251190904,0.486749157,0.497580351,0.120593731,0.180717509,0.18382212,-0.040137824,0.166531105,0.49513053,0.373453348,0.236763244
244,RSM00024966,169,60.3831,134.4497,UST_MAJA,128 years,1893-2021,0.337416713,0.196983425,0.418647915,0.600955649,0.23835085,0.290423282,0.173523478,0.173526916,0.085696285,0.34213362,0.377302079,0.165266866
245,RSM00024967,173,60.47,130,TEGJULTJA,79 years,1942-2021,0.233473018,0.383418565,0.458314662,0.500006704,0.20582371,0.229037312,0.156428283,0.273260466,0.176877429,0.445062284,0.33189617,0.140325015
246,RSM00024988,198,60.083,142.333,ARKA,72 years,1949-2021,-0.20296692,-0.214258615,0.386943569,0.579440483,0.183592552,0.329280498,0.278890985,0.250543834,-0.007000538,0.387334478,0.070200072,0.131193328
247,RSM00025034,24,69.62,162.3,BUHTA_AMBARCIK,86 years,1935-2021,0.027478737,0.003327084,0.257324578,0.308175984,0.138073055,0.164948579,0.173512832,0.29072476,0.286605593,0.203011265,0.005035384,-0.137754674
248,RSM00025042,13,69.93,167.98,OSTROV_AION,76 years,1943-2019,0.071667991,0.065577399,0.275505569,0.476621369,0.192546613,0.084776429,0.327444281,0.449737454,0.577696371,0.324814682,-0.038468292,-0.232940056
249,RSM00025062,2,69.8797,175.77,MYS_BILLINGSA,84 years,1937-2021,0.03942533,0.088042817,0.291645445,0.522982164,0.205842454,0.299033301,0.431337068,0.451348461,0.613260123,0.357904102,-0.017563396,-0.189843067
250,RSM00025123,28,68.75,161.283,CHERSKIJ,81 years,1940-2021,0.111213172,0.004010786,0.28445249,0.243567371,0.234645378,0.164132809,0.341032818,0.198908693,0.127691734,0.195205474,-0.007437171,-0.218903657
251,RSM00025138,98,68.12,164.17,OSTROVNOE,85 years,1936-2021,0.066347918,-0.138316864,0.218466232,0.357594666,0.258646014,-0.022210116,0.330711834,0.28675159,0.308108923,0.01812276,-0.01092786,-0.24664802
252,RSM00025173,2,68.9,-179.3669,MYS_SHMIDTA,81 years,1932-2013,0.053622222,0.18601111,0.31509316,0.42686253,0.305274209,0.138233035,0.216834251,0.477944051,0.571874799,0.428790157,0.008948301,-0.132703335
253,RSM00025206,20,67.45,153.72,SREDHEKOLYMSK,85 years,1936-2021,0.01434318,0.186026158,0.248242815,0.260567266,0.127298857,0.123820962,0.272518287,0.170618084,0.17443026,0.276419626,0.004762338,-0.031192167
254,RSM00025248,352,67.25,168.97,ILIRNEJ,77 years,1944-2021,0.123650808,-0.101241529,0.060330199,0.319978224,0.551917948,0.14808309,0.397285503,0.376594076,0.497543972,0.036522058,-0.006398306,-0.045248218
255,RSM00025282,3,67.83,-175.8,MYS_VANKAREM,87 years,1934-2021,0.063942054,0.302700003,0.310942543,0.528378095,0.363708516,0.319887284,0.369008554,0.630993919,0.644100551,0.430190567,0.082408159,-0.084327331
256,RSM00025325,127,66.55,159.42,UST_OLOJ,77 years,1936-2013,0.026553453,0.000738261,0.143800995,0.304710647,0.299165519,-0.093227915,0.272806018,0.218473267,0.037059018,0.112332137,-0.001150719,-0.109669714
257,RSM00025356,78,66.3797,173.33,ENMUVEEM,75 years,1946-2021,-0.014230044,0.095510757,0.113037992,0.349928416,0.565585009,0.162692489,0.240283669,0.35609062,0.487432077,0.13579503,0.029388882,-0.031642988
258,RSM00025378,21,66.3497,-179.1,EGVEKINOT,72 years,1949-2021,-0.278219776,0.122961474,0.246913202,0.321131911,0.320079233,0.241686042,0.55410954,0.30463372,0.41848312,0.273608535,0.258236525,-0.120980138
259,RSM00025399,5,66.17,-169.8,MYS_UELEN,103 years,1918-2021,0.087852522,0.38676778,0.369538407,0.466449465,0.290694387,0.424051378,0.376627335,0.483789215,0.506861536,0.536742709,0.21113709,-0.11263647
260,RSM00025400,41,65.73,150.9,ZYRJANKA,85 years,1936-2021,0.016264003,0.218250725,0.295244908,0.253226369,0.170921922,0.185702862,0.261012053,0.201365017,0.04894811,0.284621309,0.020577873,-0.074145861
261,RSM00025428,260,65.23,160.53,OMOLON,77 years,1944-2021,0.068097468,-0.070757342,0.171326273,0.349154161,0.438401751,-0.045058334,0.312100709,0.181243647,0.078650701,0.219484306,-0.035928517,0.076858019
262,RSM00025503,97,64.75,153.97,KORKODON,85 years,1936-2021,0.073131424,0.022446056,0.204173764,0.354427427,0.176662189,-0.03103971,0.302361197,0.234354825,0.005881714,0.282502769,-0.057374186,-0.05501927
263,RSM00025551,25,64.6831,170.4167,MARKOVO,127 years,1894-2021,-0.022090093,-0.032268171,0.078879968,0.329696079,0.679574018,0.31125716,0.284239338,0.324324898,0.425436906,0.103009269,-0.035499306,0.028342528
264,RSM00025563,64,64.7831,177.5667,ANADYR,123 years,1898-2021,0.11786134,0.089297752,0.126208547,0.342374773,0.667515531,0.570109847,0.195097044,0.383153055,0.377112047,0.166294915,0.043462763,-0.022842666
265,RSM00025594,25,64.4167,-173.2333,BUHTA_PROVIDENJA,87 years,1934-2021,0.055730764,0.229797171,0.277268078,0.370312744,0.291309368,0.484274344,0.432626424,0.113276555,0.297994127,0.215196841,0.139701708,0.033651687
266,RSM00025703,206,62.9167,152.4167,SEJMCHAN,88 years,1933-2021,0.019180401,-0.06496315,0.269992713,0.376789698,0.258430969,0.047421689,0.219110803,0.212940547,0.00702637,0.270191062,-0.092148749,0.085893071
267,RSM00025932,45,60.68,160.4,TAJGONOS,64 years,1949-2013,0.20804903,-0.009682692,0.082715792,0.397667935,0.466230604,0.409484943,0.3740173,0.281016612,0.257549336,0.299943021,0.001333382,-0.199577486
268,RSM00025954,2,60.35,166,KORF,83 years,1929-2012,0.138210248,0.001044142,0.01445871,0.342620635,0.420470367,0.314779949,0.134379541,0.359273323,0.44633374,0.218863359,0.057215679,-0.091686502
269,RSM00025956,3,60.43,169.67,APUKA,85 years,1936-2021,0.258173861,0.103223018,0.181330654,0.500136616,0.480951015,0.481680881,0.241194707,0.526937215,0.327279139,0.152349707,0.181787541,-0.145080525
270,RSXLT306544,9999,67.33,168.23,ILIRNEJ,69 years,1944-2013,0.138852947,-0.122422809,-0.121219892,0.223764151,0.595238928,0.196592552,0.459130905,0.330584302,0.508969095,0.04709689,-0.114665468,0.004043544
271,SV000020107,49,78.1,14.3,BARENCBURG,89 years,1932-2021,0.530976965,0.179219609,0.456266277,0.330607263,0.574583397,0.253989388,0.552615623,0.17750597,0.305027992,0.513600988,0.492021769,0.214366139
272,SW000002120,314,66.9597,17.73,KVIKKJOKK_ARRENJARKA,96 years,1917-2013,0.288057581,0.42016583,0.006031729,0.277667313,0.16632653,0.337531779,0.121514979,0.321358429,0.137397028,0.314082862,0.031627252,0.249249298
273,SW000002127,325,65.0667,17.1664,STENSELE,113 years,1891-2004,0.400543875,0.375753691,0.004847501,0.262013115,0.095227859,0.182144372,0.130869864,0.290006506,0.169954403,0.448033651,0.152602019,0.172717938
274,SW000002196,5,65.8269,24.1439,HAPARANDA,154 years,1860-2014,0.437670786,0.419209522,0.139108773,0.318550071,0.124005338,0.298625994,0.241349495,0.292008929,0.192879965,0.389885015,0.054217989,0.128938398
275,SW000002288,6,63.595,20.7564,HOLMOGADD_A,84 years,1924-2008,0.570147961,0.584447016,0.512160703,0.58415037,0.38632958,0.37995314,0.329329894,0.210840664,0.292265766,0.490681604,0.113321823,0.162839003
276,SW000002361,15,62.6331,17.9331,HARNOSAND,162 years,1859-2021,0.547599574,0.435043851,0.236637482,0.123297556,0.115199968,0.189165169,0.400949826,0.347941309,0.233478327,0.420046183,0.22943396,0.040246068
277,SW000002410,308,60.6814,13.6994,MALUNG,100 years,1916-2016,0.579411695,0.382742152,0.161051065,0.098046623,0.169857339,-0.048164444,0.462409752,0.28413386,0.101015744,0.375314652,0.330432455,0.086267339
278,SW000010537,160,60.6167,15.6167,FALUN,161 years,1860-2021,0.612046337,0.351792046,0.195787316,-0.015317488,0.17584841,0.03534773,0.488577223,0.306421867,0.083385603,0.333392711,0.369380156,0.043708913
279,SW000021280,280,65.0072,17.7083,GUNNARN,65 years,1949-2014,0.400394954,0.412334453,-0.039107135,0.116620104,0.063370885,0.26811927,0.190503092,0.318813614,0.172921624,0.415232986,0.111195766,0.156368291
280,SWE00100026,376,63.1831,14.4831,OESTERSUND,139 years,1882-2021,0.504973214,0.382615909,0.131029955,0.100037441,0.267248949,0.144199791,0.361344052,0.20699303,0.232735321,0.456357814,0.183914077,0.134309338
281,SWE00137470,537,68.43,18.28,VASSIJAURE,91 years,1923-2014,0.22105026,0.482380067,0.001202085,0.239495867,0.151485846,0.354492241,0.450581652,0.017669124,0.217445293,0.366268336,0.082762487,0.17129703
282,SWE00139346,260,60.38,15.23,IDKERBERGET,65 years,1945-2010,0.615930567,0.463121204,0.29716436,0.094199073,0.162217163,-0.071339653,0.55217826,0.370134466,0.157744779,0.370987052,0.286163801,0.104843755
283,SWE00139430,16,60.65,17.17,GAVLE,132 years,1882-2014,0.583216569,0.43317918,0.345110067,0.027875791,0.271183762,0.080827216,0.533418822,0.424036,0.231681616,0.37400136,0.279659312,0.074412177
284,SWE00139590,412,61.28,12.86,GRUNDFORSEN,67 years,1945-2012,0.551255847,0.302238089,0.025211264,0.160287255,0.174440853,-0.033816369,0.422275141,0.259099413,0.142945589,0.373035266,0.327291921,0.065164799
285,SWE00139694,70,61.85,16.5797,BJURAKER,132 years,1882-2014,0.610316695,0.287006209,0.433925925,0.194243793,0.49676842,0.001393707,0.651266672,0.601812189,0.490332273,0.433716719,0.551092288,-0.400370665
286,SWE00139720,432,62.0192,14.1903,SVEG,130 years,1882-2012,0.542078941,0.383157006,0.101126601,0.091074183,0.236165511,0.066290922,0.470494001,0.28897422,0.132676965,0.317264318,0.26244593,0.057918531
287,SWE00139800,430,62.42,13.52,HEDE,66 years,1945-2011,0.532520225,0.40997083,-0.002748087,0.143303889,0.220682084,-0.078168617,0.36658973,0.158221851,0.176999204,0.353274357,0.354256964,0.035675478
288,SWE00139828,110,62.5,16.18,FRANSTA,69 years,1945-2014,0.611169399,0.308433648,0.286995682,0.326465984,0.700508037,-0.128849331,0.481822768,0.609737127,0.318184119,0.354382886,0.369775193,0.161231669
289,SWE00139842,585,62.55,12.6,LJUSNEDAL,91 years,1930-2021,0.503985193,0.329001618,0.102411821,0.102227378,0.259086364,0.0058178,0.276442052,0.197610933,0.091415165,0.335028417,0.328379119,0.009874048
290,SWE00139992,375,63.19,14.49,FROSON_D,96 years,1918-2014,0.52057237,0.435427765,0.117387576,0.132659816,0.207187613,0.060817377,0.426823983,0.134234407,0.120247578,0.386101681,0.115608026,0.122312353
291,SWE00140002,360,63.24,14.55,ROSTA,96 years,1918-2014,0.515959729,0.432136172,0.128383279,0.12977486,0.205475656,0.075408053,0.467559123,0.145107907,0.074695885,0.383928201,0.09433781,0.126795284
292,SWE00140022,583,63.32,12.1,STORLIEN,132 years,1882-2014,-0.043993199,0.376125595,0.344744655,0.676000287,0.585378217,-0.356995647,-0.288910339,0.56581756,0.450214443,0.622397896,0.018053455,0.127206019
293,SWE00140186,14,63.83,20.28,UMEA,218 years,1796-2014,0.496548328,0.480743107,0.230351225,0.09264186,0.196275625,0.288169964,0.300332949,0.285071267,0.216689237,0.431032604,-0.025185842,0.140242086
294,SWE00140256,240,64.12,16.21,HOTING,65 years,1949-2014,0.467616381,0.123010695,0.023441838,0.155206545,0.28803015,0.016439253,-2.03E-05,0.486525767,0.116379219,0.31710598,0.375423929,0.05319506
295,SWE00140374,345,64.64,16.41,LAXBACKEN,72 years,1945-2017,0.408386508,0.362748755,-0.13177263,0.092587573,-0.050566232,0.191685524,0.229904359,0.330798942,0.227145738,0.431640201,0.118055249,0.149290172
296,SWE00140434,296,64.95,19.48,STORLIDEN,68 years,1946-2014,0.277433233,0.379365819,0.052365105,0.168018972,0.164802016,0.230758613,0.097678488,0.402501792,0.299495183,0.319267029,-0.015479341,0.061283593
297,SWE00140492,9,65.3197,21.49,PITEA,139 years,1882-2021,0.453849756,0.524360076,0.185698251,0.376174661,0.226424195,0.316571326,0.283389928,0.286719396,0.139642753,0.461292261,0.040036347,0.179941005
298,SWE00140560,12,65.58,22.11,LULEA_BERGNASET,91 years,1930-2021,-0.037145614,0.301229502,-0.043242552,0.283388405,0.45664218,0.262902025,0.13817116,0.705157844,0.133017323,0.578659033,-0.007417585,0.360860339
299,SWE00140568,5,65.62,22.13,LULEA,84 years,1930-2014,0.328335696,0.324373993,-0.007615623,0.237089196,0.104915693,0.405076873,0.224486825,0.417301441,0.246859857,0.496062591,0.043075286,0.114224759
300,SWE00140594,450,65.72,15.25,TARNABY,97 years,1917-2014,0.242675196,0.319911404,0.118367388,0.270540156,0.310177435,0.150488444,0.059720773,0.53932544,0.36483804,0.435669592,-0.030349849,0.265572075
301,SWE00140714,430,66.3797,17,JACKVIK,76 years,1945-2021,0.304890449,0.387033249,-0.077737987,0.240665651,0.130480049,0.275071445,0.117499101,0.406589532,0.192393326,0.388646063,0.0843283,0.285152379
302,SWE00140746,254,66.6297,19.64,JOKKMOKK,136 years,1882-2018,0.40056151,0.445541569,0.0293162,0.220026315,0.072910124,0.223308816,0.103180154,0.266277235,0.148041895,0.342177492,0.060889952,0.215940608
303,SWE00140828,359,67.14,20.65,GALLIVARE_A,127 years,1894-2021,0.216017749,0.292777989,0.093219038,0.285328907,0.165136758,0.37760343,-0.053567547,0.161866596,0.48127311,0.579615842,0.227966564,-0.038122682
304,SWE00140836,400,67.17,20.67,MALMBERGET,77 years,1944-2021,0.324230778,0.368412592,0.039095446,0.280658658,0.075513924,0.211642813,0.407747732,0.115793362,0.049684059,0.293488189,0.085839854,0.233644202
305,SWE00140954,508,68.43,18.13,RIKSGRANSEN,110 years,1904-2014,0.264710137,0.41922368,0.069456,0.22838571,0.223087434,0.384136312,0.267415568,0.311372193,0.242900896,0.203996482,0.001079726,0.213397856
306,SWM00002080,330,68.4419,22.4503,KARESUANDO,184 years,1830-2014,0.307818343,0.425492381,0.139838833,0.242080601,0.175910533,0.275875103,0.214076159,0.255302084,0.25004809,0.213956761,0.069260103,0.217433238
307,UK000003005,82,60.1331,-1.1831,LERWICK,92 years,1929-2021,0.394400674,0.413177183,0.225026602,0.177545923,0.22846999,0.091461698,0.617473818,0.270827661,0.076030673,0.054789201,0.314337118,0.072750328
308,USC00500272,35.7,61.1747,-149.905,ANCHORAGE_ARCTICINT,74 years,1941-2015,0.307683053,0.14899077,0.283542624,0.435630887,0.584213674,0.350492142,0.4925404,0.279746402,0.24673685,0.328300762,0.058077217,0.144588514
309,USC00501824,196,61.5222,-144.4408,CHITINA,95 years,1917-2012,0.009587215,-0.277009389,0.283502868,0.48705101,0.567856329,-0.111427063,0.151160559,0.399975056,0.332550968,0.258716447,-0.113536436,-0.359827479
310,USC00501987,262.1,65.4939,-144.6422,CIRCLE_HOT_SPRINGS,86 years,1935-2021,-0.38515385,-0.216539651,0.486701976,0.126993086,-0.068563501,-0.082522809,0.469493705,0.202008844,-0.177809101,0.031642741,-0.035229418,0.170258134
311,USC00502107,182,64.8603,-147.8483,COLLEGE_OBSY,73 years,1948-2021,0.087608664,-0.156977377,0.302237614,0.467801733,-0.060704417,0.149085866,0.480736024,0.183806069,0.123346917,0.269097729,-0.052119516,0.13374962
312,USC00502607,259.1,64.7856,-141.2036,EAGLE,122 years,1899-2021,0.081340865,-0.215040896,0.119800333,0.477926478,0.070355112,-0.018370666,0.443637873,0.195905983,-0.032723614,0.225658164,-0.029750772,0.125308065
313,USC00502707,166.7,64.6667,-147.1,EIELSON_FLD,65 years,1946-2011,0.16679385,0.015898579,0.370868021,0.535374196,0.179563153,0.25725332,0.358259047,0.091672582,-0.024905226,0.305684404,-0.039302655,0.140937652
314,USC00502965,130.1,64.8172,-147.8739,FAIRBANKS_AP_2,90 years,1929-2019,0.164300114,-0.056967902,0.403926887,0.488577453,0.112748157,0.174262294,0.46610982,0.116302751,0.128782982,0.274949975,-0.066706867,0.189048013
315,USC00503165,133.5,66.5664,-145.2655,FORT_YUKON_2,96 years,1917-2013,0.084353221,-0.303300736,0.385200794,0.292140112,0.105362928,0.290766362,0.206223508,0.357247589,-0.074643909,0.183691627,0.196835807,0.172072107
316,USC00505534,197.8,65.5225,-148.5497,LIVENGOOD_DOT,73 years,1933-2006,0.496167716,0.076303233,0.892165114,0.574294279,-0.44386246,-0.601602182,-0.28642593,-0.770379905,-0.994364978,-0.052284672,-0.373618852,0.897074223
317,USC00505644,82.9,64.9989,-150.638,MANLEY_HOT_SPRINGS,105 years,1909-2014,0.147476453,-0.262164952,0.244230258,0.226676617,-0.143899772,0.317684414,0.580032536,0.306191881,-0.005793658,0.282485125,0.101659778,0.165388128
318,USC00505733,52.4,61.5664,-149.2542,MATANUSKA_EXPERIMENT_FARM,104 years,1917-2021,0.303839086,0.131933076,0.269581198,0.468635442,0.387452168,0.310162779,0.426678353,0.214580496,0.247987584,0.455539171,-0.011087352,0.017122881
319,USC00505778,630.9,63.7175,-148.9692,MCKINLEY_PARK,98 years,1923-2021,0.056271539,-0.08554584,0.181714889,0.48464549,0.085667444,0.275391451,0.446035914,0.164039011,0.145129515,0.231300808,-0.098753578,0.19428209
320,USC00505881,312.4,63.9033,-152.2817,MINCHUMINA,76 years,1945-2021,0.332350526,-0.268277519,0.239255753,0.403156774,0.199817744,0.057653147,0.534086298,0.215793953,-0.081530315,0.372341422,-0.060927611,0.248989262
321,USC00505894,150,60.5028,-149.4261,MOOSE_PASS_3_NW,80 years,1941-2021,0.308746999,0.364364748,0.389078237,0.695738218,0.612651312,0.515112558,0.598959682,0.546196965,0.442482105,0.262674797,0.135618822,0.395829701
322,USC00506870,65.8,61.5889,-149.0992,PALMER_JOB_CORPS,73 years,1948-2021,0.25234155,0.043387018,0.339701602,0.524107794,0.467296364,0.359179205,0.53140695,0.269697612,0.213329089,0.415819112,0.004467337,0.132970332
323,USC00507442,0,69.75,-163.05,POINT_LAY,64 years,1941-2005,-0.162884373,0.029910754,0.339233898,0.539356188,0.213894529,0.100503236,0.439340308,0.417784304,0.071041223,0.692791591,0.478579574,-0.113883378
324,USC00507783,566.3,62.0911,-152.735,PUNTILLA,79 years,1942-2021,0.072695171,0.009162851,0.262393406,0.616241981,0.493071829,0.486233405,0.403826272,0.200946943,0.318167804,0.462595628,-0.092070183,0.01442297
325,USC00508140,207.3,64.4942,-146.9767,SALCHA,91 years,1919-2010,0.129548525,-0.085430166,0.186523713,0.363995584,-0.469738695,0.13184039,0.599715811,0.685790244,0.370504229,0.246184081,0.107085666,0.463981441
326,USC00508239,16.2,63.6936,-170.4808,SAVOONGA,76 years,1929-2005,-0.3408626,0.387238441,0.537692446,0.290472983,-0.142579915,0.668827832,0.284274202,-0.010732462,0.566319125,0.594586538,0.745866907,0.650980639
327,USC00508437,3,66.25,-166.0667,SHISHMAREF,86 years,1919-2005,0.137856495,-0.109524385,0.138622878,0.22112605,0.662155652,0.152312029,0.083825372,0.819713798,0.445652613,0.427603055,0.884164344,0.306839513
328,USC00509015,60.4,65.1667,-152.1,TANANA,131 years,1882-2013,0.14795675,-0.137376591,0.420785651,0.422615112,0.03568611,0.030729787,0.611406096,0.257659193,0.02976162,0.240317887,-0.102708231,0.034230875
329,USC00509385,481.3,61.6511,-145.1703,TONSINA,107 years,1907-2014,0.216366554,0.039532932,0.346106976,0.377637524,0.230991082,0.184034085,0.546424868,0.274281411,0.289972925,0.27257633,-0.06430014,0.110833938
330,USC00509641,144.8,64.8569,-147.8611,UNIVERSITY_EXP_STN,117 years,1904-2021,0.064568359,-0.148770664,0.250607075,0.393016384,-0.117562502,0.149499874,0.26144755,0.11273786,0.105199496,0.244298917,-0.069887227,0.138924489
331,USC00509829,18.3,60.7764,-148.6858,WHITTIER,69 years,1942-2011,0.049390151,0.2171217,0.501488017,0.560398404,0.608080802,0.160525814,0.403762544,0.569884411,0.373840551,0.43268537,0.258906837,0.116320771
332,USC00509869,349.6,67.4192,-150.1069,WISEMAN,102 years,1919-2021,0.676568593,0.181893146,0.106890594,0.502416131,-0.206405307,-0.115664413,0.329308716,0.87532778,-0.374087224,-0.485704492,0.34237544,0.728963874
333,USR0000AFAI,138.4,64.8367,-147.615,FAIRBANKS_ALASKA,90 years,1931-2021,0.182936583,-0.060294102,0.392987339,0.423952617,0.087606422,0.181463251,0.425267857,0.037187797,0.090984669,0.268865121,-0.077439815,0.190297339
334,USW00026409,42.1,61.2169,-149.855,ANCHORAGE_MERRILL_FLD,105 years,1916-2021,0.323692151,0.177354994,0.242414972,0.607422526,0.725108676,0.772583903,0.564872779,0.433927449,0.253637837,0.359037517,0.144308807,0.138056708
335,USW00026410,9.4,60.4889,-145.4511,CORDOVA_M_K_SMITH_AP,112 years,1909-2021,0.421586881,0.333560448,0.500628667,0.617983112,0.620412968,0.391671176,0.560584647,0.468820498,0.550839703,0.441191883,0.015338226,-0.129230734
336,USW00026411,131.7,64.8039,-147.8761,FAIRBANKS_INTL_AP,99 years,1922-2021,0.147463777,-0.067230247,0.346066445,0.518289856,0.100177628,0.171937426,0.427624479,0.102929811,0.12460301,0.264133085,-0.031430314,0.199484216
337,USW00026412,522.1,62.9614,-141.9292,NORTHWAY_AP,79 years,1942-2021,0.21182527,-0.058393864,0.297187069,0.517600997,0.096214774,0.041722023,0.53633967,0.186181798,0.242494777,0.298554682,-0.013140102,0.154974018
338,USW00026415,389.2,63.9944,-145.7214,BIG_DELTA_AP,102 years,1919-2021,0.142769947,-0.01144124,0.289840154,0.482788445,-0.022253455,0.060266795,0.549814016,0.069815246,0.069919486,0.270321092,-0.082005625,0.078454805
339,USW00026425,476.1,62.1592,-145.4589,GULKANA_AP,112 years,1909-2021,0.217428761,-0.055194981,0.279298383,0.361407719,0.22249184,0.020725157,0.459251041,0.256662176,0.19703498,0.389776241,-0.056258101,0.109210213
340,USW00026435,109.7,64.55,-149.0717,NENANA_MUNI_AP,104 years,1917-2021,0.083044088,-0.242080227,0.302278329,0.377039963,-0.085250594,0.049112737,0.461734578,0.025992286,0.269197385,0.173030136,0.024290951,0.161876689
341,USW00026438,6.7,60.1283,-149.4167,SEWARD_AP,113 years,1908-2021,0.240555504,0.149416214,0.406557608,0.398974278,0.65743458,0.166853321,0.236324049,0.396298921,0.429400489,0.329409282,-0.015694088,0.05176054
342,USW00026440,469.7,63.3783,-143.3483,TANACROSS,97 years,1904-2001,0.001630273,0.064692678,-0.112917685,0.208035019,0.117220216,-0.385624346,0.714704715,0.445854689,0.161168813,0.418881384,0.142155958,0.212365926
343,USW00026442,29,61.1303,-146.3517,VALDEZ_WSO,105 years,1909-2014,0.418358314,0.329771376,0.602215669,0.649503295,0.69844427,0.406600596,0.535854119,0.506853068,0.520764755,0.377041227,0.211508639,0.291385957
344,USW00026445,8.2,60.0833,-142.5,YAKATAGA_AP,61 years,1943-2004,0.677536984,0.201184096,0.432961807,0.347832629,0.674210045,0.705053861,0.66303822,0.44167847,0.603104538,0.471062219,0.160042785,-0.252006965
345,USW00026451,36.6,61.1689,-150.0278,ANCHORAGE_INTL_AP,105 years,1916-2021,0.374378437,0.15748664,0.434994104,0.543855473,0.551895315,0.491065189,0.583795349,0.457170216,0.362897748,0.402379943,0.061178909,0.132070301
346,USW00026508,81.1,69.3694,-152.14,UMIAT,56 years,1945-2001,0.227987063,0.204488443,0.441961882,0.455331902,0.567777792,-0.083982221,0.449528571,0.414525524,0.320664716,0.124002023,0.434017839,0.156488942
347,USW00026510,101.5,62.9575,-155.6103,MCGRATH_AP,80 years,1941-2021,0.05301482,-0.117643373,0.352305244,0.551264866,0.073293454,0.262950395,0.482781564,0.161751899,0.071305951,0.25272255,0.001381939,0.211624708
348,USW00026514,45.7,61.9772,-151.2169,SKWENTNA,77 years,1939-2016,0.174192223,0.160617558,0.245767837,0.611999703,0.602199985,0.545202735,0.498804319,0.425954674,0.374252547,0.532578908,-0.113026868,0.35732835
349,USW00026516,26.2,61.5833,-159.5333,ANIAK_AP,92 years,1921-2013,-0.156558547,-0.045955334,0.400321815,0.312750416,0.071600181,0.067570434,0.156798337,0.040357903,-0.107186434,0.280676986,0.013351105,0.188337036
350,USW00026523,27.7,60.5797,-151.2392,KENAI_MUNI_AP,139 years,1882-2021,0.341593021,0.208937457,0.442594327,0.632197978,0.68968253,0.730124778,0.694913954,0.227647422,0.269396494,0.377363661,0.099298692,0.027117752
351,USW00026528,106.7,62.32,-150.095,TALKEETNA_AP,103 years,1918-2021,0.330963378,0.180136931,0.358216928,0.568106988,0.443495061,0.293265667,0.392615329,0.279410831,0.200317942,0.468200121,-0.005418775,0.069211349
352,USW00026529,69.2,65.1744,-152.1069,TANANA_CALHOUN_MEM_AP,119 years,1902-2021,0.172707365,-0.066314351,0.446467499,0.515538558,0.079951674,0.17882637,0.574219902,0.247582894,0.105091421,0.227128817,-0.073656168,0.11242664
353,USW00026533,195.7,66.9161,-151.5089,BETTLES_AP,76 years,1945-2021,0.138800954,-0.07796142,0.337932942,0.50544762,-0.053683928,0.011079662,0.402913137,0.176627053,0.160472215,0.153546977,-0.052806366,0.116178085
354,USW00026615,31.1,60.785,-161.8292,BETHEL_AP,98 years,1923-2021,-0.041539005,0.037883946,0.43532479,0.553914797,0.228698818,0.225372203,0.293137286,0.115936425,0.043131047,0.108427339,0.134167658,0.198915875
355,USW00026616,9.1,66.8667,-162.6333,KOTZEBUE_RALPH_WEIN_AP,124 years,1897-2021,-0.004735147,0.094384854,0.396701986,0.50059817,0.419109073,0.258652578,0.40849779,0.167736835,0.149460019,0.227068889,0.091167738,0.117704385
356,USW00026617,4,64.5111,-165.44,NOME_MUNI_AP,121 years,1900-2021,0.021835846,0.092437707,0.446076602,0.478037856,0.127416252,0.208038902,0.485256076,0.161573206,0.220770363,0.313437884,0.154466384,0.112313102
357,USW00026627,5.5,63.8833,-160.8,UNALAKLEET_FLD,72 years,1941-2013,0.104030342,-0.127755662,0.533971385,0.437872342,0.328859854,-0.108693654,0.641144274,0.04763212,0.140783357,0.322531869,0.032088816,0.015317692
358,USW00026703,8.2,63.7833,-171.75,GAMBELL,77 years,1936-2013,0.313870006,0.065465754,0.273158137,0.170441975,0.411293849,0.323602394,0.433328603,-0.188821019,0.324851144,0.861532278,-0.034206037,0.223592208
359,USW00027401,11.9,70.1333,-143.6333,BARTER_ISLAND_WSO_AP,74 years,1947-2021,0.061011107,-0.023731523,0.565575441,0.463917863,0.205267418,0.40648531,0.384484193,0.446664335,0.392158089,0.3068216,0.24244663,0.087114789
360,USW00027502,9.4,71.2833,-156.7814,BARROW_POST_ROGERS_AP,120 years,1901-2021,-0.012789936,0.239656261,0.470744615,0.400471723,0.384336545,0.26500566,0.574488759,0.574735959,0.577301948,0.410975163,0.321990628,0.103765323
361,USW00027503,9.1,70.6392,-159.995,WAINWRIGHT_AP,86 years,1935-2021,0.149064806,0.136454484,0.354471315,0.405610665,0.286128647,0.441636449,0.611066442,0.4756723,0.269416201,0.555078524,0.229276861,0.01240269
